#! FIELDS z file.free
#! SET sample_size 10000
#! SET effective_sample_size 10000.0
#! SET energy_unit kj/mol
#! SET min_z -4.0
#! SET max_z 4.0
#! SET nbins_z 101
#! SET periodic_z false
   -4.000000     15.855489
   -3.920000     15.037862
   -3.840000     14.094743
   -3.760000     13.054237
   -3.680000     11.977839
   -3.600000     10.914520
   -3.520000      9.889459
   -3.440000      8.911701
   -3.360000      7.982336
   -3.280000      7.099159
   -3.200000      6.259545
   -3.120000      5.462351
   -3.040000      4.708796
   -2.960000      4.002502
   -2.880000      3.348740
   -2.800000      2.752619
   -2.720000      2.216905
   -2.640000      1.741186
   -2.560000      1.323343
   -2.480000      0.962137
   -2.400000      0.658575
   -2.320000      0.414927
   -2.240000      0.232525
   -2.160000      0.110298
   -2.080000      0.045062
   -2.000000      0.033132
   -1.920000      0.072039
   -1.840000      0.161122
   -1.760000      0.300713
   -1.680000      0.490950
   -1.600000      0.731601
   -1.520000      1.022991
   -1.440000      1.366558
   -1.360000      1.763825
   -1.280000      2.214666
   -1.200000      2.716949
   -1.120000      3.268183
   -1.040000      3.867567
   -0.960000      4.516485
   -0.880000      5.217508
   -0.800000      5.973440
   -0.720000      6.787538
   -0.640000      7.664667
   -0.560000      8.611950
   -0.480000      9.636112
   -0.400000     10.733407
   -0.320000     11.868770
   -0.240000     12.948693
   -0.160000     13.816660
   -0.080000     14.316337
    0.000000     14.383081
    0.080000     14.052067
    0.160000     13.418136
    0.240000     12.607167
    0.320000     11.730007
    0.400000     10.842772
    0.480000      9.948884
    0.560000      9.033496
    0.640000      8.098961
    0.720000      7.172376
    0.800000      6.287177
    0.880000      5.464883
    0.960000      4.711006
    1.040000      4.020737
    1.120000      3.386448
    1.200000      2.802757
    1.280000      2.268267
    1.360000      1.784878
    1.440000      1.356122
    1.520000      0.985581
    1.600000      0.675728
    1.680000      0.427176
    1.760000      0.238473
    1.840000      0.106567
    1.920000      0.027923
    2.000000      0.000000
    2.080000      0.022626
    2.160000      0.098513
    2.240000      0.232330
    2.320000      0.428532
    2.400000      0.689108
    2.480000      1.012540
    2.560000      1.394504
    2.640000      1.829675
    2.720000      2.313232
    2.800000      2.840759
    2.880000      3.406665
    2.960000      4.003162
    3.040000      4.622495
    3.120000      5.262953
    3.200000      5.934912
    3.280000      6.661373
    3.360000      7.471640
    3.440000      8.392788
    3.520000      9.444718
    3.600000     10.641155
    3.680000     11.994801
    3.760000     13.521824
    3.840000     15.237334
    3.920000     17.117282
    4.000000     18.938289
