#! FIELDS dZ.z tiltAvg ff1 dff1_dZ.z dff1_tiltAvg
#! SET normalisation  1.000000
#! SET min_dZ.z -4.8
#! SET max_dZ.z 4.8
#! SET nbins_dZ.z  33
#! SET periodic_dZ.z false
#! SET min_tiltAvg 0
#! SET max_tiltAvg 180
#! SET nbins_tiltAvg  19
#! SET periodic_tiltAvg false
 -4.800000 0.000000 43.297832 -8.036437 -0.493164
 -4.509091 0.000000 41.696663 -3.317144 -0.490972
 -4.218182 0.000000 41.101429 -1.342029 -0.491769
 -3.927273 0.000000 40.450198 -4.340607 -0.493931
 -3.636364 0.000000 38.004523 -11.934413 -0.467919
 -3.345455 0.000000 34.481524 -10.874436 -0.437790
 -3.054545 0.000000 32.089397 -5.297466 -0.425574
 -2.763636 0.000000 31.460985 0.989252 -0.424453
 -2.472727 0.000000 32.647032 7.107333 -0.433516
 -2.181818 0.000000 35.555422 12.804803 -0.451190
 -1.890909 0.000000 40.029749 17.758842 -0.472321
 -1.600000 0.000000 45.833605 20.411167 -0.498371
 -1.309091 0.000000 52.490931 20.783448 -0.507558
 -1.018182 0.000000 59.294969 20.220222 -0.485738
 -0.727273 0.000000 55.875867 -30.583518 -0.419372
 -0.436364 0.000000 47.576548 -25.402787 -0.431164
 -0.145455 0.000000 38.165264 -30.763169 -0.553488
 0.145455 0.000000 29.257372 -27.929973 -0.585012
 0.436364 0.000000 21.974812 -21.919344 -0.585426
 0.727273 0.000000 16.489669 -15.884048 -0.578681
 1.018182 0.000000 12.646466 -10.717571 -0.579296
 1.309091 0.000000 10.172078 -6.337588 -0.597636
 1.600000 0.000000 9.009603 -1.472708 -0.622952
 1.890909 0.000000 9.422175 4.442681 -0.636347
 2.181818 0.000000 11.613121 10.517981 -0.627124
 2.472727 0.000000 15.367127 14.764131 -0.571308
 2.763636 0.000000 19.922772 16.325392 -0.461021
 3.054545 0.000000 25.223769 19.142276 -0.375445
 3.345455 0.000000 31.715116 24.198086 -0.371418
 3.636364 0.000000 39.414961 8.584951 -0.474193
 3.927273 0.000000 40.904067 2.024877 -0.478620
 4.218182 0.000000 41.219251 0.872041 -0.482284
 4.509091 0.000000 41.754376 3.231180 -0.484447
 4.800000 0.000000 43.328245 7.907935 -0.485694

 -4.800000 9.473684 39.399403 -7.939062 -0.332561
 -4.509091 9.473684 37.823283 -3.256967 -0.329907
 -4.218182 9.473684 37.223907 -1.465809 -0.330470
 -3.927273 9.473684 36.505040 -4.540146 -0.342635
 -3.636364 9.473684 34.160130 -11.073776 -0.348146
 -3.345455 9.473684 30.873399 -10.256576 -0.330850
 -3.054545 9.473684 28.601631 -5.057775 -0.318021
 -2.763636 9.473684 27.999708 0.928480 -0.312403
 -2.472727 9.473684 29.120468 6.719616 -0.315176
 -2.181818 9.473684 31.875954 12.162536 -0.327965
 -1.890909 9.473684 36.140003 16.968701 -0.350463
 -1.600000 9.473684 41.667957 19.847533 -0.383180
 -1.309091 9.473684 48.173645 21.018378 -0.407689
 -1.018182 9.473684 55.190879 22.460685 -0.386976
 -0.727273 9.473684 52.953652 -30.505585 -0.198508
 -0.436364 9.473684 44.467685 -26.270323 -0.229248
 -0.145455 9.473684 33.814028 -32.661310 -0.363915
 0.145455 9.473684 24.676194 -28.140242 -0.380772
 0.436364 9.473684 17.394821 -21.770338 -0.379997
 0.727273 9.473684 11.955237 -15.784843 -0.376946
 1.018182 9.473684 8.081743 -11.086199 -0.382565
 1.309091 9.473684 5.425278 -7.136433 -0.402298
 1.600000 9.473684 4.045462 -2.080141 -0.422745
 1.890909 9.473684 4.346201 4.297115 -0.432968
 2.181818 9.473684 6.584257 11.071593 -0.431254
 2.472727 9.473684 10.711964 17.008656 -0.406263
 2.763636 9.473684 16.209156 20.091337 -0.324877
 3.054545 9.473684 22.584655 19.843304 -0.187398
 3.345455 9.473684 29.124516 22.918597 -0.181502
 3.636364 9.473684 35.669470 8.453083 -0.320573
 3.927273 9.473684 37.132216 1.970797 -0.321030
 4.218182 9.473684 37.432166 0.828905 -0.320158
 4.509091 9.473684 37.959349 3.215857 -0.319670
 4.800000 9.473684 39.528185 7.883549 -0.319651

 -4.800000 18.947368 36.932173 -7.877894 -0.192624
 -4.509091 18.947368 35.368920 -3.242160 -0.193346
 -4.218182 18.947368 34.749534 -1.674884 -0.197829
 -3.927273 18.947368 33.881705 -5.349207 -0.215446
 -3.636364 18.947368 31.375213 -11.119973 -0.239022
 -3.345455 18.947368 28.168192 -9.845680 -0.237817
 -3.054545 18.947368 26.010641 -4.698134 -0.226748
 -2.763636 18.947368 25.498264 1.167068 -0.213855
 -2.472727 18.947368 26.652929 6.683842 -0.204182
 -2.181818 18.947368 29.338079 11.692087 -0.206548
 -1.890909 18.947368 33.388200 15.965466 -0.230015
 -1.600000 18.947368 38.558252 18.782045 -0.273398
 -1.309091 18.947368 44.748854 21.146575 -0.313474
 -1.018182 18.947368 51.904741 24.458663 -0.305408
 -0.727273 18.947368 52.079035 -29.939020 0.010310
 -0.436364 18.947368 43.067820 -28.399939 -0.083132
 -0.145455 18.947368 31.270637 -33.683017 -0.175355
 0.145455 18.947368 22.047029 -28.147027 -0.175926
 0.436364 18.947368 14.783995 -21.663997 -0.172334
 0.727273 18.947368 9.361360 -15.824394 -0.171493
 1.018182 18.947368 5.417160 -11.561369 -0.180285
 1.309091 18.947368 2.577763 -7.822047 -0.198363
 1.600000 18.947368 1.030149 -2.511277 -0.213002
 1.890909 18.947368 1.249124 4.155782 -0.219930
 2.181818 18.947368 3.487836 11.244857 -0.220892
 2.472727 18.947368 7.762455 18.004126 -0.212602
 2.763636 18.947368 13.814230 23.031803 -0.175220
 3.054545 18.947368 21.534975 21.016524 -0.042372
 3.345455 18.947368 28.103066 20.238764 -0.046673
 3.636364 18.947368 33.249250 8.381519 -0.195829
 3.927273 18.947368 34.736253 2.133738 -0.190506
 4.218182 18.947368 35.072520 0.915430 -0.183774
 4.509091 18.947368 35.616636 3.247955 -0.180704
 4.800000 18.947368 37.188773 7.875887 -0.180023

 -4.800000 28.421053 35.638799 -7.958127 -0.088057
 -4.509091 28.421053 34.035533 -3.443340 -0.096182
 -4.218182 28.421053 33.338790 -2.011032 -0.108248
 -3.927273 28.421053 32.328156 -6.029270 -0.118733
 -3.636364 28.421053 29.648652 -11.429352 -0.126223
 -3.345455 28.421053 26.444105 -9.604052 -0.123127
 -3.054545 28.421053 24.389609 -4.261481 -0.111439
 -2.763636 28.421053 24.015736 1.656109 -0.096027
 -2.472727 28.421053 25.289644 6.945464 -0.083311
 -2.181818 28.421053 27.959321 11.242159 -0.088758
 -1.890909 28.421053 31.738758 14.587189 -0.125798
 -1.600000 28.421053 36.453800 17.414951 -0.175868
 -1.309091 28.421053 42.271443 21.155481 -0.209237
 -1.018182 28.421053 49.475139 25.556924 -0.203817
 -0.727273 28.421053 52.987684 -27.399069 0.162648
 -0.436364 28.421053 42.293156 -32.476274 -0.122680
 -0.145455 28.421053 30.320261 -33.514358 -0.046129
 0.145455 28.421053 21.212791 -27.804420 -0.017032
 0.436364 28.421053 14.018635 -21.524638 -0.004430
 0.727273 28.421053 8.603783 -15.922897 -0.002900
 1.018182 28.421053 4.589318 -11.932080 -0.005816
 1.309091 28.421053 1.632264 -8.200952 -0.007416
 1.600000 28.421053 0.000000 -2.713557 -0.007261
 1.890909 28.421053 0.179817 4.078076 -0.007121
 2.181818 28.421053 2.410546 11.274991 -0.007073
 2.472727 28.421053 6.726698 18.321358 -0.005464
 2.763636 28.421053 12.990396 24.342807 0.004810
 3.054545 28.421053 21.644966 21.966011 0.060063
 3.345455 28.421053 27.971251 16.000565 0.006032
 3.636364 28.421053 31.845712 8.291338 -0.106787
 3.927273 28.421053 33.387572 2.473712 -0.102492
 4.218182 28.421053 33.805948 1.124854 -0.092783
 4.509091 28.421053 34.391202 3.327602 -0.087207
 4.800000 28.421053 35.976539 7.897699 -0.084748

 -4.800000 37.894737 35.087935 -8.225146 -0.038402
 -4.509091 37.894737 33.377288 -3.910699 -0.051645
 -4.218182 37.894737 32.539267 -2.433011 -0.068136
 -3.927273 37.894737 31.480198 -5.886951 -0.069757
 -3.636364 37.894737 28.897506 -11.004080 -0.041400
 -3.345455 37.894737 25.825717 -9.117171 -0.012277
 -3.054545 37.894737 23.917228 -3.758201 0.008680
 -2.763636 37.894737 23.676411 2.023090 0.019722
 -2.472727 37.894737 24.983271 6.689205 0.006720
 -2.181818 37.894737 27.416974 9.873344 -0.046899
 -1.890909 37.894737 30.718933 12.919869 -0.108036
 -1.600000 37.894737 35.054155 16.748511 -0.130543
 -1.309091 37.894737 40.716529 21.484566 -0.126757
 -1.018182 37.894737 48.036608 25.716013 -0.106494
 -0.727273 37.894737 54.333304 -19.999464 0.054861
 -0.436364 37.894737 40.469217 -34.717125 -0.233109
